cnpj_coop,nome_coop,naturezaJuridica,classe,situacao,regimeEspecial,logradouro,complemento,bairro,municipio,uf,cep,endereco_eletronico,email,segmento_prudencial,filiacao
67341487,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA TETRA PAK,Sociedade Cooperativa,,Autorizada em Atividade,false,"AVENIDA JANIO QUADROS, 1073",SOBRELOJA,CENTRO,MONTE MOR,SP,13190000,cooperpak@tetrapak.com,cooperpak@tetrapak.com,S5,
57440521,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA TICKET SERVIÇOS COMÉRCIO E ADMINISTRAÇÃO,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA SILVIA  23   4 AND   CJ14,,BELA VISTA,SAO PAULO,SP,01332000,credcoop@terra.com.br,credcoop@terra.com.br,S5,
1107759,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA USINA SANTA MARIA - PILONCRED,Sociedade Cooperativa,,Autorizada em Atividade,false,RODOVIA MUNICIPAL OCTAVIO PILON S N,,SAO FRANCISCO,CERQUILHO,SP,18520000,piloncre@fasternet.com.br,piloncre@fasternet.com.br,S5,
53846242,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA VILLARES METALS,Sociedade Cooperativa,,Autorizada em Atividade,false,"AV. VEREADOR ANTONIO PEREIRA DE CAMARGO NETO, 770",,JARDIM DALL-ORTO,SUMARE,SP,13178021,credito-vm@uol.com.br,credito-vm@uol.com.br,S5,
2541707,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS DE CERÂMICA - COOPASPACER,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA 4  N   470,SALA,CENTRO,SANTA GERTRUDES,SP,13510000,coopmeridian@uol.com.br,coopmeridian@uol.com.br,S5,
91018408,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS DO GRUPO DANA - COOPDANA,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA RICARDO BRUNO ALBARUS  201,SALA COOPERATIVA,DISTRITO INDUSTRIAL,GRAVATAI,RS,94045400,izidio.corti@dana.com,izidio.corti@dana.com,S5,
43446335,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS ITAÚ,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA PEDRO FIORETTI,SALA 6-,CENTRO,OSASCO,SP,06013070,balbina2@terra.com.br,balbina2@terra.com.br,S5,
1504952,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS MELHORAMENTOS DE SÃO PAULO - COOPERMEL,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA TITO 479,,LAPA,SAO PAULO,SP,05051000,cooperat@melhoramentos.com.br,cooperat@melhoramentos.com.br,S5,
52046299,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO ATACADÃO,Sociedade Cooperativa,,Autorizada em Atividade,false,AV MORVAN DIAS DE FIGUEIREDO  6169,,VILA MARIA,SAO PAULO,SP,02170901,cooperata@atacadao.com.br,cooperata@atacadao.com.br,S5,
3219207,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO BANESPA DE BOTUCATU E CIDADES LIMÍTROFES,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA BRAZ DE ASSIS  709,SALA 01  BAIRRO SHOPPING,VILA DOS LAVRADORES,BOTUCATU,SP,18609096,afabanbtu@terra.com.br,afabanbtu@terra.com.br,S5,
71965313,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO FLEURY,Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA PAULISTA   N- 352,1.- ANDAR - SALA 13,PARAISO,SAO PAULO,SP,01310000,coopercredfleury@terra.com.br,coopercredfleury@terra.com.br,S5,
43268960,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO AVIBRAS - COOPER AVIBRAS,Sociedade Cooperativa,,Autorizada em Atividade,false,"RODOVIA DOS TAMOIOS, KM 14, ESTRADA VARADOURO",,ZONA RURAL DA CIDADE,JACAREI,SP,12315020,cooper@avibras.com.br,cooper@avibras.com.br,S5,
47196084,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO COMOLATTI - SÃO PAULO,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA ERNESTO DE CASTRO, 37",,MOOCA,SAO PAULO,SP,03042900,manuelc@comolatti.com.br,manuelc@comolatti.com.br,S5,
88952130,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO GERDAU - AÇOS FINOS PIRATINI,Sociedade Cooperativa,,Autorizada em Atividade,false,"NUCLEO D67,  NR. 149",,CENTRO,CHARQUEADAS,RS,96745000,pedro.goncalves1@gerdau.com.br,pedro.goncalves1@gerdau.com.br,S5,
5548335,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO JAL LTDA.,Sociedade Cooperativa,,Autorizada em Atividade,false,"AVENIDA AUTOMÓVEL CLUBE, 990 - PARTE",,CENTRO,SAO JOAO DE MERITI,RJ,25515126,copejal@terra.com.br,copejal@terra.com.br,S5,
44905255,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO LORENZETTI,Sociedade Cooperativa,,Autorizada em Atividade,false,AV  PRESIDENTE WILSON  1230,,MOOCA,SAO PAULO,SP,03107001,beneficios@lorenzetti.com.br,beneficios@lorenzetti.com.br,S5,
5048575,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO MAUÁ E EMPRESAS COLIGADAS LTDA. - COOPMAUÁ,Sociedade Cooperativa,,Autorizada em Atividade,false,"AVENIDA CAPITAO ACACIO, 363 - PARTE",,BOAÇU,SAO GONCALO,RJ,24467110,coopmaua@vmaua.com.br,coopmaua@vmaua.com.br,S5,
43182278,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO OWENS-ILLINOIS DO BRASIL,Sociedade Cooperativa,,Autorizada em Atividade,false,AV   OLAVO EGIDIO DE SOUZA ARANHA  2270,,ERMELINDO MATARAZZO,SAO PAULO,SP,03822900,cooperativa.sp@o-i.com,cooperativa.sp@o-i.com,S5,
548980,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO SUGGAR LTDA.,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA JERONIMO MARCUCCI  82,FABRICA,OLHOS D AGUA,BELO HORIZONTE,MG,30390150,sugcoop@suggar.com.br,sugcoop@suggar.com.br,S5,
75174953,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO VOTORANTIM LIMITADA.,Sociedade Cooperativa,,Autorizada em Atividade,false,AV ERMIRIO DE MORAES  380,CASA,TACANICA,RIO BRANCO DO SUL,PR,83540000,leonardodavibida@ig.com.br,leonardodavibida@ig.com.br,S5,
7651495,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO PODER JUDICIÁRIO E SERVIDORES PÚBLICOS DO ESTADO DE SÃO PAULO - JUDCRED,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA 15 DE NOVEMBRO  200,20,CENTRO,SAO PAULO,SP,01013001,judcredpresidente@judcred.org.br,judcredpresidente@judcred.org.br,S5,
2115870,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS PÚBLICOS MUNICIPAIS DE ITAPIRA - CREDITA,Sociedade Cooperativa,,Autorizada em Atividade,false,PRAÇA BERNARDINO DE CAMPOS  BOX 9,,CENTRO,ITAPIRA,SP,13970005,credita@zipmail.com.br,credita@zipmail.com.br,S5,
4694278,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS INTEGRANTES DO MINISTÉRIO PÚBLICO E DA DEFENSORIA PÚBLICA NO ESTADO DO RIO DE JANEIRO LIMITADA. - SICOOB COMPERJ,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA RODRIGO SILVA, 26",9 ANDAR,CENTRO,RIO DE JANEIRO,RJ,20011040,coomperj@coomperj.com.br,coomperj@coomperj.com.br,S5,
51489318,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MAGISTRADOS DE SÃO PAULO - MAGISCRED,Sociedade Cooperativa,,Autorizada em Atividade,false,R TABATINGUERA  140,SALA 02   TERREO,CENTRO,SAO PAULO,SP,01020901,magiscred@magiscred.com.br,magiscred@magiscred.com.br,S5,
4478231,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MEMBROS DO MINISTÉRIO PÚBLICO DE SÃO PAULO - PROMOCRED,Sociedade Cooperativa,,Autorizada em Atividade,false,PRACA DA LIBERDADE  130,4 ANDAR  CONJ 401 402,LIBERDADE,SAO PAULO,SP,01503010,promocred@promocred.coop.br,promocred@promocred.coop.br,S5,
1635462,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DOS VALES DO TAQUARI E RIO PARDO E REGIÃO DA PRODUÇÃO LTDA. - UNICRED PREMIUM,Sociedade Cooperativa,,Autorizada em Atividade,false,AV  BENJAMIN CONSTANT  1058   5 ANDAR,5  ANDAR,,LAJEADO,RS,95900104,vtrp@unicred-vtrp.com.br,vtrp@unicred-vtrp.com.br,S5,
1090027,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E CATEGORIAS AFINS - UNICRED MÚLTIPLO VALOR LTDA.,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA DA CONCEICAO  95,11  ANDAR,CENTRO,NITEROI,RJ,24020082,unicred@unicred-niteroi.com.br,unicred@unicred-niteroi.com.br,S5,
71479653,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DE NÍVEL SUPERIOR DE JUIZ DE FORA LTDA. - UNICRED CAMINHO NOVO,Sociedade Cooperativa,,Autorizada em Atividade,false,AV  PRESIDENTE ITAMAR FRANCO  3 840,11 ANDAR,CASCATINHA,JUIZ DE FORA,MG,36033318,unicred@unicredjf.com.br,unicred@unicredjf.com.br,S5,
2179673,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DE SAÚDE DE OURINHOS - OURICRED,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA EUCLIDES DA CUNHA  743,,VILA MORAES,OURINHOS,SP,19900043,alcredourinhos@uol.com.br,alcredourinhos@uol.com.br,S5,
4572960,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MILITARES ESTADUAIS DE SANTA CATARINA - CREDPOM,Sociedade Cooperativa,,Autorizada em Atividade,false,AV  RIO BRANCO  N  817,ED  ALEXANDRE CARIONI  TERREO,CENTRO,FLORIANOPOLIS,SC,88015204,credpom@credpom.com.br,credpom@credpom.com.br,S5,
6975532,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DA REGIÃO METROPOLITANA DE PORTO ALEGRE - CREDISIS/COOPESA",Sociedade Cooperativa,,Autorizada em Atividade,false,"AVENIDA FERNANDO FERRARI, 1001","PAVILHÃO B1, BOX 02, CEASA",ANCHIETA,PORTO ALEGRE,RS,90200041,coopesa@coopesars.com.br,coopesa@coopesars.com.br,S5,
26758433,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PETROLEIROS NO ESTADO DE MINAS GERAIS LTDA. - COPETRO,Sociedade Cooperativa,,Autorizada em Atividade,false,AV  PARANA  485,5 ANDAR,CENTRO,BELO HORIZONTE,MG,30120020,copetro@copetro.org.br,copetro@copetro.org.br,S5,
7714057,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA NOTARIAL E REGISTRAL - COOPNORE,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA GENERAL ANDRADE NEVES  N  14,SALA 201,CENTRO,PORTO ALEGRE,RS,90010210,coopnore@coopnore.com.br,coopnore@coopnore.com.br,S5,
69346856,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DA REGIÃO DA ALTA MOGIANA - SICOOB CREDIMOGIANA,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA BATISTA DONZELI, 2049",,VILA MARTA,FRANCA,SP,14403171,credimed@credimed.org.br,credimed@credimed.org.br,S5,
96409263,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FACULDADE DE ENGENHARIA DE ILHA SOLTEIRA - COOPERFEIS,Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA BRASIL  56,,CENTRO,ILHA SOLTEIRA,SP,15385000,cooperfeis@adm.feis.unesp.br,cooperfeis@adm.feis.unesp.br,S5,
62928320,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FEDERAÇÃO DO COMÉRCIO, SESC E SENAC DE SÃO PAULO",Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA FLORENCIO DE ABREU,305",4- ANDAR,CENTRO,SAO PAULO,SP,01029000,cooperativa@cooperativa.sescsp.org.br,cooperativa@cooperativa.sescsp.org.br,S5,
19402130,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FUNDAÇÃO HOSPITALAR E EMPREGADOS DOS ESTABELECIMENTOS HOSPITALARES DE BELO HORIZONTE, REGIÃO METROPOLITANA E ZONA DA MATA LTDA.- SICOOB CECREF",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA CEARA  195  CONJ 901  ED  DOMINGOS RIBEIRO,,SANTA EFIGENIA,BELO HORIZONTE,MG,30150310,gerencia@cecref.coop.br,gerencia@cecref.coop.br,S5,
4894460,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA JUSTIÇA DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CREDJUS,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA  OURO PRETO,161  4  ANDAR,BARRO PRETO,BELO HORIZONTE,MG,30170040,gerencia@coopserjusmig.com.br,gerencia@coopserjusmig.com.br,S5,
4152107,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA POLÍCIA MILITAR DO ESTADO DE SÃO PAULO DA REGIÃO CENTRO-OESTE PAULISTA - CREDMIL,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA RIO BRANCO 14-76,,CENTRO,BAURU,SP,17015311,credmil@credmil.org.br,credmil@credmil.org.br,S5,
946465,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA PREFEITURA MUNICIPAL DE ORLÂNDIA - CRED SERV,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA 4, N. 697",,CENTRO,ORLANDIA,SP,14620000,cred.serv.orlandia@bol.com.br,cred.serv.orlandia@bol.com.br,S5,
52137361,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA PREFEITURA MUNICIPAL DE VOTORANTIM,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA ANTONIO FERNANDES 158,,VILA ALBERTINA,VOTORANTIM,SP,18110170,cooperativaprefvotorantim@ig.com.br,cooperativaprefvotorantim@ig.com.br,S5,
5746715,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA SECRETARIA DE DEFESA SOCIAL DO ESTADO DE MINAS GERAIS LTDA. - COOPSESP,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA UBERABA  315,,BARRO PRETO,BELO HORIZONTE,MG,30180080,coopsesp@coopsesp.com.br,coopsesp@coopsesp.com.br,S5,
69136075,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNESP - COOPUNESP,Sociedade Cooperativa,,Autorizada em Atividade,false,AV  24 A  1515 (PARTE,,BELA VISTA,RIO CLARO,SP,13506900,coopunesp@uol.com.br,coopunesp@uol.com.br,S5,
2285107,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DE CAMPINAS - COOPERUNICAMP,Sociedade Cooperativa,,Autorizada em Atividade,false,"AV. ROXO MOREIRA, 1.831 - PRÉDIO DA PREFEITURA",1- PISO,CIDADE UNIVERSITARIA,CAMPINAS,SP,13083592,cooper@unicamp.br,cooper@unicamp.br,S5,
2794761,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNIVERSIDADE FEDERAL DE VIÇOSA LTDA. - SICOOB UFVCREDI,Sociedade Cooperativa,,Autorizada em Atividade,false,AV  P  H  ROLFS S N,EDIFICIO SEDE,CAMPUS UNIVERSITARIO,VICOSA,MG,36570000,ufvcredi@ufvcredi.com.br,ufvcredi@ufvcredi.com.br,S5,
778858,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO DISTRITO FEDERAL LTDA. - COOSERVCRED,Sociedade Cooperativa,,Autorizada em Atividade,false,SHS   QUADRA 01   GALERIA DO HOTEL NACIONAL,LOJAS 36 37,ASA SUL,BRASILIA,DF,70322900,cooservcred@hotmail.com,cooservcred@hotmail.com,S5,
512839,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO MUNICIPIO DE SANTO ANDRÉ - SP - SICOOB CECRESA,Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA PORTUGAL 141,CASA VILA ROSA SICOOB CECRESA,CENTRO,SANTO ANDRE,SP,09040010,cecresa@cecresa.com.br,cecresa@cecresa.com.br,S5,
2000895,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER JUDICIÁRIO, DO TRIBUNAL DE CONTAS ESTADUAL E DEMAIS ÓRGÃOS PÚBLICOS MUNICIPAIS, ESTADUAIS E FEDERAIS NO ESTADO DO RIO DE JANEIRO LTDA. -",Sociedade Cooperativa,,Autorizada em Atividade,false,AV NILO PECANHA  12,GRUPOS 522 A 526   1007  1008 E 1009   1022 A 1026,CENTRO,RIO DE JANEIRO,RJ,20020100,matriz@coopjustica.org.br,matriz@coopjustica.org.br,S5,
54190525,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DA REGIÃO METROPOLITANA DO VALE DO PARAÍBA E LITORAL NORTE - SICOOB-CRESSEM,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA HENRIQUE DIAS  1000,,VILA PROGRESSO,SAO JOSE DOS CAMPOS,SP,12215260,presidencia@cressem.com.br,presidencia@cressem.com.br,S5,
16651002,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE ITABIRA LTDA. - SICOOB COSEMI,Sociedade Cooperativa,,Autorizada em Atividade,false,PRACA MARIO CARVALHO AZEVEDO DE BARROS  17,,14 DE FEVEREIRO,ITABIRA,MG,35900242,cosemi@valenet.com.br,cosemi@valenet.com.br,S5,
41791005,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE POÇOS DE CALDAS LTDA. - COOPOÇOS,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA RIO GRANDE DO NORTE  75,,CENTRO,POCOS DE CALDAS,MG,37701040,coopocos@coopocos.com.br,coopocos@coopocos.com.br,S5,
3603683,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS - SICOOB COOPERPLAN CREDSEF,Sociedade Cooperativa,,Autorizada em Atividade,false,SRTVN   QUADRA 702  CONJUNTO P  ED  RADIO CENTER,LOJA 50 SOBRELOJA,ASA NORTE,BRASILIA,DF,70719900,credsef@credsef.com.br,credsef@credsef.com.br,S5,
991739,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DA REGIÃO METROPOLITANA DE BELÉM - CREDISIS CREDBEM METROPOLITANA,Sociedade Cooperativa,,Autorizada em Atividade,false,"TRAVESSA CURUZU, 1925",ENTRE AV. ALMIRANTE BARROSO E AV. 25 DE SETEMBRO,MARCO,BELEM,PA,66093802,credbem@sicoobamazonia.coop.br,credbem@sicoobamazonia.coop.br,S5,
3139644,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DO ESTADO DE SÃO PAULO - CREDIPAULISTA,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA BARAO DE ITAPETININGA  93  10  ANDAR,CONJUNTO 1006,REPUBLICA,SAO PAULO,SP,01042001,fabio@credipaulista.com.br,fabio@credipaulista.com.br,S5,
3639902,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DO PODER EXECUTIVO FEDERAL NO ESTADO DO ESPÍRITO SANTO - CREDES,Sociedade Cooperativa,,Autorizada em Atividade,false,"AVENIDA NOSSA SENHORA DOS NAVEGANTES, 955",LOJA 21,ENSEADA DO SUÁ,VITORIA,ES,29050335,coopsefes@coopsefes.com.br,coopsefes@coopsefes.com.br,S5,
18310649,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS MUNICIPAIS EM JOÃO MONLEVADE LTDA. - COPREMON,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA PEDRO BICALHO, 234",,NOVO HORIZONTE,JOAO MONLEVADE,MG,35930072,copremon@robynet.com.br,copremon@robynet.com.br,S5,
1330295,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS NO ESTADO DO ESPÍRITO SANTO,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA DIONISIO ROSENDO, 155 - S/901",CIDADE ALTA,CENTRO,VITORIA,ES,29010100,secretaria@coopjud.com.br,secretaria@coopjud.com.br,S5,
67915868,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DA CIA. DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - CREDIPRODESP,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA AGUEDA GONCALVES  240   TABOAO DA SERRA,,JD  PEDRO GONCALVES,TABOAO DA SERRA,SP,06760900,crediprodesp@crediprodesp.com.br,crediprodesp@crediprodesp.com.br,S5,
90560434,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DAS INDÚSTRIAS METALÚRGICAS DE PORTO ALEGRE E GRANDE PORTO ALEGRE,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA SANTA TEREZINHA 644,,VILA CITY COHAB,CACHOEIRINHA,RS,94935610,coopcredmetal@yahoo.com,coopcredmetal@yahoo.com,S5,
2562412,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DO GRUPO SÃO MARTINHO   USICRED,Sociedade Cooperativa,,Autorizada em Atividade,false,FAZENDA SAO MARTINHO,,,PRADOPOLIS,SP,14850000,,,S5,
7494300,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES NA ÁREA DE SAÚDE, AFINS E EMPRESÁRIOS VINCULADOS À ACCI DE ERECHIM - RS - CREDISIS/CREDISUL",Sociedade Cooperativa,,Autorizada em Atividade,false,AV SETE SETEMBRO 590 SALA 03,,CENTRO,ERECHIM,RS,99700000,credisulsicoob@terra.com.br,credisulsicoob@terra.com.br,S5,
71384697,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES NAS INDÚSTRIAS DE EXTRAÇÃO DE FERRO E METAIS BÁSICOS DA REGIÃO DE CONGONHAS LTDA. - COOFERSE,Sociedade Cooperativa,,Autorizada em Atividade,false,"R. PADRE LEONARDO, 20 A",2 ANDAR,CENTRO,CONGONHAS,MG,36415000,cooferse@cooferse.com.br,cooferse@cooferse.com.br,S5,
2493000,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO NOS ESTADOS DE ALAGOAS, SERGIPE E BAHIA - SICOOB LESTE",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA SA E ALBUQUERQUE  792,,JARAGUA,MACEIO,AL,57022180,al@federalcred.com.br,al@federalcred.com.br,S5,
5591437,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SERVIDORES PÚBLICOS ATIVOS, INATIVOS E PENSIONISTAS DA ADMINISTRAÇÃO DIRETA, INDIRETA E ASSEMBLÉIA LEGISLATIVA DO ESTADO DO RIO GRANDE SUL - COOPSERGS",Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA DR. FLORES, 307",3- ANDAR,CENTRO,PORTO ALEGRE,RS,90020120,coopsergs@terra.com.br,coopsergs@terra.com.br,S5,
9004796,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SICOOB CRED-ACILPA,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA CEL  JOAQUIM ANSELMO MARTINS  805,,CENTRO,LENCOIS PAULISTA,SP,18680070,cred-acilpa@cred-acilpa.com.br,cred-acilpa@cred-acilpa.com.br,S5,
4833655,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SICOOB METALCRED,Sociedade Cooperativa,,Autorizada em Atividade,false,"R GALVAO BUENO, 738",,LIBERDADE,SAO PAULO,SP,01506000,metalcred@metalurgicos.org.br,metalcred@metalurgicos.org.br,S5,
95163002,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED ELEVA LTDA.,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA ANTONIO MANOEL  571,,CENTRO,SANTO ANGELO,RS,98801690,missoes@unicred-rs.com.br,missoes@unicred-rs.com.br,S5,
1526924,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED HORIZONTES LTDA - UNICRED HORIZONTES,Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA 21 DE ABRIL  11,SALA 03,CENTRO,IJUI,RS,98700000,ijui@unicred-rs.com.br,ijui@unicred-rs.com.br,S5,
73750424,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED INTEGRAÇÃO LTDA.,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA VINTE DE SETEMBRO N 2304,SALA 301,CENTRO,CAXIAS DO SUL,RS,95020450,poliana@unicred-cxs.com.br,poliana@unicred-cxs.com.br,S5,
2641032,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED PONTO CAPITAL - UNICRED PONTO CAPITAL.,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA PINHEIRO MACHADO  2494,SALA 201,CENTRO,SANTA MARIA,RS,97050600,santamaria@unicred-rs.com.br,santamaria@unicred-rs.com.br,S5,
1705236,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED PROSPERAR LTDA. - UNICRED PROSPERAR,Sociedade Cooperativa,,Autorizada em Atividade,false,R SETE DE SETEMBRO N 154,,CENTRO,SANTANA DO LIVRAMENTO,RS,97573470,regiaodafronteira@unicred-rs.com.br,regiaodafronteira@unicred-rs.com.br,S5,
